ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
408.1,harvest,mon_L3_00,279.5,69.29,7.53
408.1,harvest,mon_L3_01,283.5,85.90,85.90
410.1,harvest,mon_L3_00,276.7,69.36,7.56
410.1,harvest,mon_L3_01,278.7,85.82,85.82
412.1,harvest,mon_L3_00,270.0,69.40,7.49
412.1,harvest,mon_L3_01,279.7,85.77,85.77
414.1,harvest,mon_L3_00,271.9,69.42,7.57
414.1,harvest,mon_L3_01,279.1,85.81,85.80
416.1,harvest,mon_L3_00,267.3,69.13,7.50
416.1,harvest,mon_L3_01,283.1,85.55,85.55
418.1,harvest,mon_L3_00,273.4,69.14,7.42
418.1,harvest,mon_L3_01,282.9,85.24,85.24
420.1,harvest,mon_L3_00,280.0,69.23,7.55
420.1,harvest,mon_L3_01,282.4,85.58,85.58
422.1,harvest,mon_L3_00,277.4,69.28,7.52
422.1,harvest,mon_L3_01,281.0,85.90,85.90
424.1,harvest,mon_L3_00,276.7,69.27,7.47
424.1,harvest,mon_L3_01,278.6,85.87,85.87
426.1,harvest,mon_L3_00,275.2,69.32,7.58
426.1,harvest,mon_L3_01,279.1,85.81,85.81
428.1,harvest,mon_L3_00,280.2,69.15,7.68
428.1,harvest,mon_L3_01,284.2,85.97,85.97
430.1,harvest,mon_L3_00,276.6,69.15,7.50
430.1,harvest,mon_L3_01,279.7,85.92,85.92
432.1,harvest,mon_L3_00,274.1,69.22,7.52
432.1,harvest,mon_L3_01,273.4,85.76,85.76
434.1,harvest,mon_L3_00,275.3,69.27,7.51
434.1,harvest,mon_L3_01,280.9,85.84,85.84
436.1,harvest,mon_L3_00,271.6,69.20,7.66
436.1,harvest,mon_L3_01,277.5,85.31,85.31
438.1,harvest,mon_L3_00,278.3,69.36,7.67
438.1,harvest,mon_L3_01,281.2,85.69,85.69
440.1,harvest,mon_L3_00,278.7,69.22,7.57
440.1,harvest,mon_L3_01,280.3,86.05,86.05
442.1,harvest,mon_L3_00,279.1,69.13,7.59
442.1,harvest,mon_L3_01,283.2,85.64,85.64
444.1,harvest,mon_L3_00,271.9,69.30,7.61
444.1,harvest,mon_L3_01,278.7,85.36,85.37
446.1,harvest,mon_L3_00,270.6,69.07,7.59
446.1,harvest,mon_L3_01,276.6,85.20,85.20
448.1,harvest,mon_L3_00,270.2,69.18,7.48
448.1,harvest,mon_L3_01,275.6,85.32,85.32
450.1,harvest,mon_L3_00,272.1,69.16,7.61
450.1,harvest,mon_L3_01,277.3,85.47,85.47
452.1,harvest,mon_L3_00,270.5,69.28,7.48
452.1,harvest,mon_L3_01,276.2,85.54,85.54
454.1,harvest,mon_L3_00,272.2,69.10,7.60
454.1,harvest,mon_L3_01,279.5,85.49,85.49
456.1,harvest,mon_L3_00,262.7,69.28,7.57
456.1,harvest,mon_L3_01,275.4,85.26,85.26
458.1,harvest,mon_L3_00,268.2,68.99,7.54
458.1,harvest,mon_L3_01,278.4,85.19,85.19
460.1,harvest,mon_L3_00,274.9,69.07,7.44
460.1,harvest,mon_L3_01,278.2,85.24,85.24
462.1,harvest,mon_L3_00,273.3,69.11,7.45
462.1,harvest,mon_L3_01,276.9,85.51,85.51
464.1,harvest,mon_L3_00,277.1,69.07,7.45
464.1,harvest,mon_L3_01,279.0,86.17,86.17
466.1,harvest,mon_L3_00,283.0,69.05,7.44
466.1,harvest,mon_L3_01,283.5,85.93,85.93
468.1,harvest,mon_L3_00,281.8,69.10,7.54
468.1,harvest,mon_L3_01,278.2,85.98,85.98
470.1,harvest,mon_L3_00,275.2,69.01,7.57
470.1,harvest,mon_L3_01,277.0,85.82,85.82
472.1,harvest,mon_L3_00,278.0,69.04,7.54
472.1,harvest,mon_L3_01,278.1,85.86,85.86
474.1,harvest,mon_L3_00,283.7,68.95,7.39
474.1,harvest,mon_L3_01,279.4,85.92,85.92
476.1,harvest,mon_L3_00,283.7,69.06,7.47
476.1,harvest,mon_L3_01,270.7,85.96,85.96
478.1,harvest,mon_L3_00,283.5,68.74,7.43
478.1,harvest,mon_L3_01,282.8,86.18,86.18
480.1,harvest,mon_L3_00,276.3,68.89,7.47
480.1,harvest,mon_L3_01,282.8,85.77,85.77
482.1,harvest,mon_L3_00,264.0,68.98,7.47
482.1,harvest,mon_L3_01,278.8,85.32,85.32
484.1,harvest,mon_L3_00,278.9,69.16,7.48
484.1,harvest,mon_L3_01,279.6,85.71,85.71
486.1,harvest,mon_L3_00,280.8,68.97,7.47
486.1,harvest,mon_L3_01,278.1,85.61,85.61
488.1,harvest,mon_L3_00,279.0,69.03,7.47
488.1,harvest,mon_L3_01,280.4,85.98,85.98
490.1,harvest,mon_L3_00,279.5,69.09,7.42
490.1,harvest,mon_L3_01,276.2,86.02,86.02
492.1,harvest,mon_L3_00,283.2,69.05,7.63
492.1,harvest,mon_L3_01,279.3,85.97,85.97
494.1,harvest,mon_L3_00,277.4,68.84,7.50
494.1,harvest,mon_L3_01,282.2,85.97,85.97
